1 18271.1 0.257112 4697.72
2 482.785 0.496903 4703.85
3 212.181 0.457349 4716.09
4 121.726 0.477442 4709.4
5 82.2954 0.452552 4719.62
6 56.2044 0.476846 4713.34
7 42.1392 0.453746 4720.51
8 30.9349 0.478889 4715.75
9 24.4695 0.455733 4720.71
10 18.7119 0.48101 4717.23
11 15.2837 0.457479 4720.69
12 11.9861 0.482742 4718.19
13 9.99289 0.458866 4720.62
14 7.96756 0.484097 4718.81
15 6.73494 0.459961 4720.54
16 5.43177 0.485205 4719.23
17 4.63694 0.460853 4720.47
18 3.77103 0.486145 4719.52
19 3.24328 0.461634 4720.41
20 2.65467 0.486923 4719.72
21 2.29635 0.462328 4720.36
22 1.88937 0.487592 4719.86
23 1.64199 0.462977 4720.33
24 1.35685 0.488243 4719.96
25 1.18395 0.463499 4720.3
26 0.981848 0.488859 4720.03
27 0.859773 0.464004 4720.28
28 0.715266 0.489261 4720.08
29 0.628025 0.4646 4720.26
30 0.523979 0.48966 4720.11
31 0.461252 0.465044 4720.25
32 0.385876 0.490054 4720.14
33 0.340426 0.465409 4720.24
34 0.285392 0.490637 4720.16
35 0.252379 0.465579 4720.23
36 0.212017 0.491256 4720.17
37 0.187934 0.465906 4720.23
38 0.158043 0.491706 4720.18
39 0.140319 0.46539 4720.23
40 0.11811 0.49258 4720.19
41 0.105202 0.466152 4720.22
42 0.0886667 0.492437 4720.19
43 0.0790306 0.466272 4720.22
44 0.066636 0.493218 4720.2
45 0.0593958 0.468134 4720.22
46 0.0503886 0.49148 4720.2
47 0.0448233 0.470875 4720.22
48 0.0382345 0.485488 4720.21
49 0.0338609 0.472344 4720.21
50 0.0290491 0.485119 4720.21
51 0.0255483 0.476801 4720.21
52 0.0223284 0.478872 4720.21
53 0.0193395 0.476063 4720.21
54 0.0167665 0.48223 4720.21
55 0.0147214 0.485351 4720.21
56 0.0131205 0.475158 4720.21
57 0.0111829 0.488655 4720.21
58 0.0102323 0.456636 4720.21
59 0.00852657 0.5098 4720.21
60 0.00777618 0.462581 4720.21
61 0.00657191 0.508134 4720.21
62 0.00603984 0.457836 4720.21
63 0.00498513 0.536213 4720.21
64 0.00465765 0.450705 4720.21
65 0.00392796 0.507804 4720.21
66 0.00372259 0.482138 4720.21
67 0.0033432 0.429819 4720.21
68 0.00253964 0.628886 4720.21
69 0.00310371 0.37347 4720.21
70 0.00188861 0.854413 4720.21
71 0.00249584 0.389575 4720.21
72 0.00174271 0.506338 4720.21
73 0.00161595 0.498093 4720.21
74 0.00152625 0.506822 4720.21
75 0.00141297 0.483268 4720.21
76 0.00138594 0.47013 4720.21
77 0.00142751 0.436826 4720.21
78 0.0012615 0.494898 4720.21
79 0.00116792 0.465075 4720.21
80 0.00116909 0.482453 4720.21
81 0.00106156 0.428694 4720.21
82 0.00103107 0.487603 4720.21
83 0.000996566 0.431019 4720.21

