1 18271.1 0.257112 4697.72
2 482.786 0.496902 4703.84
3 212.182 0.457346 4716.09
4 121.727 0.477438 4709.4
5 82.2961 0.452548 4719.62
6 56.205 0.476843 4713.34
7 42.1398 0.453742 4720.51
8 30.9353 0.478886 4715.74
9 24.4699 0.455732 4720.71
10 18.7121 0.481006 4717.23
11 15.284 0.457477 4720.69
12 11.9864 0.482736 4718.19
13 9.99307 0.458861 4720.62
14 7.96765 0.484101 4718.81
15 6.73507 0.459962 4720.54
16 5.43182 0.485204 4719.23
17 4.63699 0.460867 4720.47
18 3.77117 0.486129 4719.52
19 3.24326 0.461638 4720.41
20 2.6547 0.486928 4719.72
21 2.2964 0.462313 4720.36
22 1.88938 0.487635 4719.86
23 1.64215 0.462916 4720.33
24 1.35686 0.488271 4719.96
25 1.18403 0.463462 4720.3
26 0.981875 0.48885 4720.03
27 0.859744 0.463959 4720.28
28 0.715196 0.489379 4720.08
29 0.628111 0.464415 4720.26
30 0.523948 0.489865 4720.11
31 0.461368 0.464835 4720.25
32 0.385799 0.490313 4720.14
33 0.340522 0.465222 4720.24
34 0.285371 0.490726 4720.16
35 0.252415 0.465579 4720.23
36 0.211951 0.491107 4720.17
37 0.187834 0.465909 4720.23
38 0.158005 0.49146 4720.18
39 0.14027 0.466213 4720.22
40 0.118186 0.491785 4720.19
41 0.105087 0.466495 4720.22
42 0.0886729 0.492086 4720.2
43 0.0789587 0.466755 4720.22
44 0.0667158 0.492365 4720.2
45 0.0594855 0.466996 4720.22
46 0.0503241 0.492622 4720.2
47 0.0449246 0.467218 4720.22
48 0.0380487 0.492859 4720.2
49 0.0340038 0.467423 4720.22
50 0.0288293 0.493079 4720.21
51 0.0257907 0.467613 4720.21
52 0.0218868 0.493281 4720.21
53 0.0195983 0.467788 4720.21
54 0.0166462 0.493469 4720.21
55 0.0149184 0.46795 4720.21
56 0.0126815 0.493642 4720.21
57 0.0113742 0.4681 4720.21
58 0.00967586 0.493803 4720.21
59 0.00868472 0.468238 4720.21
60 0.00739299 0.493951 4720.21
61 0.00664015 0.468367 4720.21
62 0.00565607 0.494088 4720.21
63 0.00508325 0.468486 4720.21
64 0.00433242 0.494216 4720.21
65 0.00389588 0.468596 4720.21
66 0.00332222 0.494334 4720.21
67 0.00298905 0.468698 4720.21
68 0.00255018 0.494444 4720.21
69 0.00229556 0.468793 4720.21
70 0.00195941 0.494546 4720.21
71 0.00176458 0.468882 4720.21
72 0.00150683 0.494641 4720.21
73 0.00135757 0.468964 4720.21
74 0.00115974 0.494729 4720.21
75 0.00104527 0.469041 4720.21
76 0.000893274 0.494812 4720.21
77 0.000805401 0.469113 4720.21
78 0.000688524 0.494889 4720.21
79 0.000621004 0.46918 4720.21
80 0.000531057 0.494962 4720.21
81 0.000479132 0.469243 4720.21
82 0.000409857 0.495029 4720.21
83 0.000369893 0.469302 4720.21
84 0.000316502 0.495093 4720.21
85 0.000285721 0.469358 4720.21
86 0.000244544 0.495153 4720.21
87 0.000220819 0.46941 4720.21
88 0.000189042 0.495209 4720.21
89 0.000170744 0.469459 4720.21
90 0.000146207 0.495262 4720.21
91 0.000132086 0.469505 4720.21
92 0.00011313 0.495312 4720.21
93 0.000102226 0.469549 4720.21
94 8.7573e-05 0.49536 4720.21
95 7.91486e-05 0.469591 4720.21
96 6.78171e-05 0.495405 4720.21
97 6.13052e-05 0.46963 4720.21
98 5.2538e-05 0.495447 4720.21
99 4.75021e-05 0.469667 4720.21
100 4.07161e-05 0.495488 4720.21
101 3.68198e-05 0.469703 4720.21
102 3.15651e-05 0.495526 4720.21
103 2.85493e-05 0.469736 4720.21
104 2.44789e-05 0.495563 4720.21
105 2.21436e-05 0.469769 4720.21
106 1.89894e-05 0.495598 4720.21
107 1.71804e-05 0.469799 4720.21
108 1.47353e-05 0.495631 4720.21
109 1.33335e-05 0.469829 4720.21
110 1.14374e-05 0.495663 4720.21
111 1.03508e-05 0.469857 4720.21
112 8.88008e-06 0.495694 4720.21
113 8.0375e-06 0.469884 4720.21
114 6.89632e-06 0.495723 4720.21
115 6.24276e-06 0.469909 4720.21
116 5.35705e-06 0.495751 4720.21
117 4.84995e-06 0.469934 4720.21
118 4.16233e-06 0.495778 4720.21
119 3.76877e-06 0.469958 4720.21
120 3.2348e-06 0.495804 4720.21
121 2.92927e-06 0.469981 4720.21
122 2.51451e-06 0.495829 4720.21
123 2.27725e-06 0.470003 4720.21
124 1.95502e-06 0.495853 4720.21
125 1.77074e-06 0.470024 4720.21
126 1.52032e-06 0.495876 4720.21
127 1.37715e-06 0.470044 4720.21
128 1.18251e-06 0.495899 4720.21
129 1.07126e-06 0.470063 4720.21
130 9.19937e-07 0.49592 4720.21
