2 -51.999986
3 -0.000003
4 -0.000019
5 0.000007
6 0.000006
7 0.000005
8 0.000018
9 -0.000000
10 -0.000008
11 0.000003
12 -0.000006
13 -0.000012
14 -0.000005
15 0.000007
16 0.000005
17 -0.000009
18 0.000016
19 -0.000008
20 -0.000013
