2 0.044159
3 0.049935
4 -0.043871
5 0.020321
6 -0.007403
7 0.002258
8 -0.000596
9 0.000139
10 -0.000029
11 0.000005
12 -0.000001
13 0.000000
14 -0.000000
15 -0.000000
