0.000000 0.340188
0.011719 0.333779
0.023438 1.147669
0.035156 1.560328
0.046875 2.030513
0.058594 1.622230
0.070312 2.005820
0.082031 2.618555
0.093750 2.238010
0.105469 2.553443
0.117188 2.447348
0.128906 2.505086
0.140625 2.089977
0.152344 2.039243
0.164062 2.240947
0.175781 1.941665
0.187500 1.384015
0.199219 1.186716
0.210938 0.342079
0.222656 0.559049
0.234375 -0.250365
0.246094 -0.205637
0.257812 -0.451167
0.269531 0.120683
0.281250 -0.576689
0.292969 -0.338923
0.304688 -0.577162
0.316406 -0.531614
0.328125 0.451359
0.339844 -0.218468
0.351562 0.196089
0.363281 0.642142
0.375000 0.526853
0.386719 0.304882
0.398438 0.717855
0.410156 0.647775
0.421875 0.628695
0.433594 1.086593
0.445312 0.352742
0.457031 0.748215
0.468750 0.394722
0.480469 0.509239
0.492188 -0.001990
0.503906 0.342491
0.515625 -0.409897
0.527344 -0.474512
0.539062 -0.135418
0.550781 -0.116541
0.562500 -1.029701
0.574219 -0.182354
0.585938 -0.604982
0.597656 -1.011984
0.609375 -0.843315
0.621094 -0.284727
0.632812 0.048767
0.644531 -0.374664
0.656250 -0.538509
0.667969 -0.467794
0.679688 0.069703
0.691406 -0.248727
0.703125 -0.028697
0.714844 0.710834
0.726562 0.607306
0.738281 0.476062
0.750000 -0.233334
0.761719 -0.128558
0.773438 -0.500265
0.785156 -0.354662
0.796875 -0.865582
0.808594 -0.987217
0.820312 -1.402413
0.832031 -2.163994
0.843750 -2.012802
0.855469 -1.731784
0.867188 -1.901025
0.878906 -2.224593
0.890625 -2.712806
0.902344 -2.242594
0.914062 -2.254841
0.925781 -2.384048
0.937500 -1.825808
0.949219 -2.060992
0.960938 -1.445831
0.972656 -0.620675
0.984375 -0.254191
0.996094 -0.316836
1.007812 0.022783
1.019531 1.118658
1.031250 0.983704
1.042969 1.691732
1.054688 2.285480
1.066406 2.184361
1.078125 2.455355
1.089844 2.790143
1.101562 2.433744
1.113281 2.911173
1.125000 2.312650
1.136719 2.596150
1.148438 2.281256
1.160156 2.282226
1.171875 1.597864
1.183594 1.057304
1.195312 1.512087
1.207031 1.208467
1.218750 0.179659
1.230469 0.683529
1.242188 0.248717
1.253906 -0.114706
1.265625 -0.037249
1.277344 -0.440640
1.289062 0.043685
1.300781 -0.414521
1.312500 -0.218877
1.324219 -0.354838
1.335938 -0.287592
1.347656 -0.081012
1.359375 0.320066
1.371094 0.295126
1.382812 0.149189
1.394531 0.966214
1.406250 0.215647
1.417969 0.260944
1.429688 0.620020
1.441406 0.842036
1.453125 0.992477
1.464844 0.841782
1.476562 0.468446
1.488281 0.029124
1.500000 0.249771
1.511719 -0.277272
1.523438 -0.489841
1.535156 -0.674516
1.546875 -0.423236
1.558594 -0.837148
1.570312 -0.972186
1.582031 -0.402720
1.593750 -0.987001
1.605469 -0.265940
1.617188 -0.815480
1.628906 -0.133553
1.640625 -0.689092
1.652344 0.307351
1.664062 -0.472346
1.675781 0.102508
1.687500 -0.157879
1.699219 -0.037958
1.710938 0.540115
1.722656 0.454354
1.734375 0.313410
1.746094 0.514064
1.757812 0.031822
1.769531 -0.042732
1.781250 -0.938519
1.792969 -1.153436
1.804688 -1.041625
1.816406 -1.763247
1.828125 -2.045467
1.839844 -2.166598
1.851562 -2.135617
1.863281 -1.961706
1.875000 -2.340895
1.886719 -2.231622
1.898438 -2.942245
1.910156 -2.773659
1.921875 -1.798058
1.933594 -2.391392
1.945312 -1.439056
1.957031 -1.879594
1.968750 -0.635545
1.980469 -1.171228
1.992188 0.076725
2.003906 -0.280498
2.015625 0.087554
2.027344 1.423819
2.039062 1.479828
2.050781 1.407338
2.062500 1.676801
2.074219 2.129787
2.085938 2.807846
2.097656 2.800823
2.109375 2.356195
2.121094 2.498030
2.132812 2.411265
2.144531 2.116195
2.156250 2.137827
2.167969 1.302914
2.179688 1.464828
2.191406 1.412234
2.203125 0.682412
2.214844 1.107139
2.226562 0.452443
2.238281 0.545933
2.250000 0.247809
2.261719 0.003768
2.273438 -0.669677
2.285156 0.007603
2.296875 0.100215
2.308594 0.237199
2.320312 0.261270
2.332031 0.318855
2.343750 0.582115
2.355469 0.467368
2.367188 0.744832
2.378906 0.931550
2.390625 0.702410
2.402344 0.595299
2.414062 0.294945
2.425781 0.961693
2.437500 0.988405
2.449219 0.112562
2.460938 0.592849
2.472656 0.075014
2.484375 0.322691
2.496094 -0.221825
2.507812 0.102839
2.519531 -0.422458
2.531250 -0.539200
2.542969 -0.745429
2.554688 -0.986064
2.566406 -0.480746
2.578125 -0.911455
2.589844 -0.472356
2.601562 -0.569617
2.613281 -0.037384
2.625000 -0.634172
2.636719 -0.256923
2.648438 0.036112
2.660156 -0.449994
2.671875 0.019049
2.683594 0.232963
2.695312 0.651270
2.707031 0.190785
2.718750 0.069719
2.730469 0.531178
2.742188 0.022911
2.753906 -0.548245
2.765625 -0.388392
2.777344 -0.353599
2.789062 -0.367234
2.800781 -1.235528
2.812500 -1.072827
2.824219 -1.542520
2.835938 -1.806782
2.847656 -2.220886
2.859375 -2.013105
2.871094 -2.693660
2.882812 -2.348128
2.894531 -2.958608
2.906250 -2.546251
2.917969 -2.154342
2.929688 -1.996660
2.941406 -1.787038
2.953125 -1.771749
2.964844 -1.577265
2.976562 -0.755464
2.988281 -0.312238
