0.000000 0.111423
0.011719 0.459485
0.023438 0.872172
0.035156 1.221775
0.046875 1.544556
0.058594 1.743810
0.070312 1.976510
0.082031 2.185427
0.093750 2.250891
0.105469 2.335650
0.117188 2.332067
0.128906 2.297901
0.140625 2.173773
0.152344 2.043954
0.164062 1.902491
0.175781 1.683154
0.187500 1.417685
0.199219 1.175599
0.210938 0.870063
0.222656 0.676780
0.234375 0.403637
0.246094 0.240370
0.257812 0.082185
0.269531 0.039462
0.281250 -0.088561
0.292969 -0.090243
0.304688 -0.105316
0.316406 -0.065321
0.328125 0.086756
0.339844 0.093733
0.351562 0.213044
0.363281 0.336098
0.375000 0.399384
0.386719 0.441503
0.398438 0.529808
0.410156 0.553017
0.421875 0.560609
0.433594 0.592757
0.445312 0.488381
0.457031 0.473164
0.468750 0.368107
0.480469 0.294336
0.492188 0.150415
0.503906 0.084211
0.515625 -0.088177
0.527344 -0.189691
0.539062 -0.243634
0.550781 -0.316421
0.562500 -0.464363
0.574219 -0.425267
0.585938 -0.490912
0.597656 -0.536922
0.609375 -0.509968
0.621094 -0.429657
0.632812 -0.357863
0.644531 -0.349171
0.656250 -0.309327
0.667969 -0.245622
0.679688 -0.141418
0.691406 -0.131113
0.703125 -0.086860
0.714844 -0.017007
0.726562 -0.058500
0.738281 -0.135773
0.750000 -0.302683
0.761719 -0.422621
0.773438 -0.615767
0.785156 -0.779551
0.796875 -1.019553
0.808594 -1.226190
0.820312 -1.456865
0.832031 -1.708459
0.843750 -1.851687
0.855469 -1.955327
0.867188 -2.069251
0.878906 -2.159336
0.890625 -2.221769
0.902344 -2.144111
0.914062 -2.062935
0.925781 -1.941879
0.937500 -1.704142
0.949219 -1.495937
0.960938 -1.163656
0.972656 -0.776348
0.984375 -0.407348
0.996094 -0.063651
1.007812 0.324532
1.019531 0.780555
1.031250 1.101644
1.042969 1.478020
1.054688 1.807999
1.066406 2.027763
1.078125 2.234558
1.089844 2.394811
1.101562 2.433979
1.113281 2.500000
1.125000 2.410870
1.136719 2.360125
1.148438 2.210494
1.160156 2.057286
1.171875 1.811499
1.183594 1.561443
1.195312 1.397656
1.207031 1.158628
1.218750 0.854993
1.230469 0.711604
1.242188 0.495356
1.253906 0.308535
1.265625 0.190384
1.277344 0.054161
1.289062 0.033205
1.300781 -0.049564
1.312500 -0.041365
1.324219 -0.040173
1.335938 0.001826
1.347656 0.073669
1.359375 0.175258
1.371094 0.240866
1.382812 0.294158
1.394531 0.434225
1.406250 0.411149
1.417969 0.448414
1.429688 0.495203
1.441406 0.504777
1.453125 0.481841
1.464844 0.404582
1.476562 0.283235
1.488281 0.137818
1.500000 0.045169
1.511719 -0.122988
1.523438 -0.256075
1.535156 -0.374562
1.546875 -0.433199
1.558594 -0.534431
1.570312 -0.585037
1.582031 -0.543770
1.593750 -0.591673
1.605469 -0.493755
1.617188 -0.502422
1.628906 -0.379852
1.640625 -0.368971
1.652344 -0.204868
1.664062 -0.214280
1.675781 -0.100333
1.687500 -0.080927
1.699219 -0.045268
1.710938 0.007597
1.722656 -0.036441
1.734375 -0.122441
1.746094 -0.213292
1.757812 -0.406064
1.769531 -0.590216
1.781250 -0.876615
1.792969 -1.110350
1.804688 -1.315130
1.816406 -1.592827
1.828125 -1.811221
1.839844 -1.989403
1.851562 -2.121850
1.863281 -2.204262
1.875000 -2.299650
1.886719 -2.303914
1.898438 -2.340918
1.910156 -2.244997
1.921875 -2.023065
1.933594 -1.906294
1.945312 -1.596927
1.957031 -1.383746
1.968750 -0.975480
1.980469 -0.714105
1.992188 -0.263261
2.003906 0.040947
2.015625 0.414675
2.027344 0.872082
2.039062 1.186530
2.050781 1.460271
2.062500 1.730415
2.074219 1.974487
2.085938 2.191039
2.097656 2.288822
2.109375 2.290964
2.121094 2.298234
2.132812 2.236087
2.144531 2.112672
2.156250 1.986259
2.167969 1.751681
2.179688 1.596365
2.191406 1.411289
2.203125 1.159327
2.214844 1.024613
2.226562 0.797900
2.238281 0.661889
2.250000 0.511677
2.261719 0.394324
2.273438 0.265336
2.285156 0.296835
2.296875 0.299594
2.308594 0.330126
2.320312 0.367372
2.332031 0.418744
2.343750 0.494010
2.355469 0.530408
2.367188 0.596983
2.378906 0.642852
2.390625 0.633587
2.402344 0.619241
2.414062 0.568342
2.425781 0.592817
2.437500 0.537879
2.449219 0.379432
2.460938 0.337846
2.472656 0.188572
2.484375 0.105907
2.496094 -0.056020
2.507812 -0.131403
2.519531 -0.280907
2.531250 -0.377705
2.542969 -0.465523
2.554688 -0.535919
2.566406 -0.511960
2.578125 -0.556350
2.589844 -0.496250
2.601562 -0.470423
2.613281 -0.369892
2.625000 -0.368819
2.636719 -0.268556
2.648438 -0.176282
2.660156 -0.164375
2.671875 -0.070663
2.683594 -0.017488
2.695312 0.034615
2.707031 -0.023087
2.718750 -0.075642
2.730469 -0.100846
2.742188 -0.248496
2.753906 -0.429384
2.765625 -0.564045
2.777344 -0.731433
2.789062 -0.919370
2.800781 -1.199959
2.812500 -1.384081
2.824219 -1.624588
2.835938 -1.831832
2.847656 -2.031116
2.859375 -2.139036
2.871094 -2.293545
2.882812 -2.303021
2.894531 -2.354209
2.906250 -2.253108
2.917969 -2.099879
2.929688 -1.916579
2.941406 -1.678914
2.953125 -1.415931
2.964844 -1.098576
2.976562 -0.692237
2.988281 -0.304186
